0,21161842346191406
0,22440671920776367
0,20990657806396484
0,2094419002532959
0,21185016632080078
0,20708847045898438
0,22735333442687988
0,20813345909118652
0,2503013610839844
0,21437478065490723
0,21726536750793457
0,216444730758667
0,20619463920593262
0,21714138984680176
0,21021342277526855
0,2148745059967041
0,206282377243042
0,20881891250610352
0,2083301544189453
0,2198646068572998
0,2217562198638916
0,20609760284423828
0,2183077335357666
0,21035432815551758
0,20993638038635254
0,22052597999572754
0,20595788955688477
0,21262335777282715
0,213486909866333
0,2160184383392334
